Provincia de residencia,Causas (lista reducida),Sexo,Edad,Total,Tipo de causa,Enfermedad
Valencia/València,041 Otros tumores de comportamiento incierto o desconocido,Mujeres,De 85 a 89 años,15,Tumores,Tumor desconocido
Valencia/València,041 Otros tumores de comportamiento incierto o desconocido,Mujeres,De 90 a 94 años,10,Tumores,Tumor desconocido
Valencia/València,041 Otros tumores de comportamiento incierto o desconocido,Mujeres,De 95 años y más,5,Tumores,Tumor desconocido
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,Menores de 1 año,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 1 a 14 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 15 a 29 años,2,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 30 a 39 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 40 a 44 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 45 a 49 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 50 a 54 años,3,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 55 a 59 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 60 a 64 años,2,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 65 a 69 años,6,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 70 a 74 años,10,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 75 a 79 años,9,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 80 a 84 años,13,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 85 a 89 años,15,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 90 a 94 años,25,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad",Ambos sexos,De 95 años y más,12,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,Todas las edades,89,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,Menores de 1 año,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 1 a 14 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 15 a 29 años,2,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 30 a 39 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 40 a 44 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 45 a 49 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 50 a 54 años,2,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 55 a 59 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 60 a 64 años,2,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 65 a 69 años,5,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 70 a 74 años,9,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 75 a 79 años,8,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 80 a 84 años,12,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 85 a 89 años,12,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 90 a 94 años,25,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Ambos sexos,De 95 años y más,12,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,Todas las edades,37,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,Menores de 1 año,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 1 a 14 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 15 a 29 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 30 a 39 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 40 a 44 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 45 a 49 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 50 a 54 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 55 a 59 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 60 a 64 años,2,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 65 a 69 años,3,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 70 a 74 años,5,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 75 a 79 años,4,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 80 a 84 años,6,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 85 a 89 años,5,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 90 a 94 años,7,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Hombres,De 95 años y más,3,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,Todas las edades,52,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,Menores de 1 año,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 1 a 14 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 15 a 29 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 30 a 39 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 40 a 44 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 45 a 49 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 50 a 54 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 55 a 59 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 60 a 64 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 65 a 69 años,2,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 70 a 74 años,4,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 75 a 79 años,4,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 80 a 84 años,6,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 85 a 89 años,7,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 90 a 94 años,18,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,042 Enfermedades de la sangre y de los órganos hematopoyéticos,Mujeres,De 95 años y más,9,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,Todas las edades,9,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,Menores de 1 año,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 1 a 14 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 15 a 29 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 30 a 39 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 40 a 44 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 45 a 49 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 50 a 54 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 55 a 59 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 60 a 64 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 65 a 69 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 70 a 74 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 75 a 79 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 80 a 84 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 85 a 89 años,3,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 90 a 94 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Ambos sexos,De 95 años y más,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,Todas las edades,4,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,Menores de 1 año,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 1 a 14 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 15 a 29 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 30 a 39 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 40 a 44 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 45 a 49 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 50 a 54 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 55 a 59 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 60 a 64 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 65 a 69 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 70 a 74 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 75 a 79 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 80 a 84 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 85 a 89 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 90 a 94 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Hombres,De 95 años y más,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,Todas las edades,5,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,Menores de 1 año,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 1 a 14 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 15 a 29 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 30 a 39 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 40 a 44 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 45 a 49 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 50 a 54 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 55 a 59 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 60 a 64 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 65 a 69 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 70 a 74 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 75 a 79 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 80 a 84 años,1,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 85 a 89 años,2,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 90 a 94 años,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,043 Ciertos trastornos que afectan al mecanismo de la inmunidad,Mujeres,De 95 años y más,0,Enfermedades de sangre,Enfermedades de sangre
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,Menores de 1 año,0,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 1 a 14 años,2,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 15 a 29 años,2,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 30 a 39 años,0,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 40 a 44 años,1,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 45 a 49 años,8,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 50 a 54 años,10,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 55 a 59 años,10,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 60 a 64 años,24,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 65 a 69 años,39,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 70 a 74 años,45,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 75 a 79 años,96,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 80 a 84 años,174,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 85 a 89 años,242,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 90 a 94 años,225,Endocrinas,Endocrinas
Valencia/València,"044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 95 años y más,111,Endocrinas,Endocrinas
Valencia/València,044 Diabetes mellitus,Ambos sexos,Todas las edades,709,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,Menores de 1 año,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 1 a 14 años,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 15 a 29 años,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 30 a 39 años,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 40 a 44 años,1,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 45 a 49 años,3,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 50 a 54 años,6,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 55 a 59 años,6,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 60 a 64 años,15,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 65 a 69 años,23,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 70 a 74 años,23,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 75 a 79 años,67,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 80 a 84 años,128,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 85 a 89 años,183,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 90 a 94 años,170,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Ambos sexos,De 95 años y más,84,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,Todas las edades,304,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,Menores de 1 año,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 1 a 14 años,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 15 a 29 años,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 30 a 39 años,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 40 a 44 años,1,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 45 a 49 años,1,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 50 a 54 años,3,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 55 a 59 años,3,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 60 a 64 años,13,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 65 a 69 años,15,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 70 a 74 años,13,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 75 a 79 años,38,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 80 a 84 años,67,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 85 a 89 años,77,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 90 a 94 años,53,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Hombres,De 95 años y más,20,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,Todas las edades,405,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,Menores de 1 año,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 1 a 14 años,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 15 a 29 años,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 30 a 39 años,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 40 a 44 años,0,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 45 a 49 años,2,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 50 a 54 años,3,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 55 a 59 años,3,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 60 a 64 años,2,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 65 a 69 años,8,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 70 a 74 años,10,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 75 a 79 años,29,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 80 a 84 años,61,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 85 a 89 años,106,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 90 a 94 años,117,Endocrinas,Diabetes
Valencia/València,044 Diabetes mellitus,Mujeres,De 95 años y más,64,Endocrinas,Diabetes
Valencia/València,"045 Otras enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,Todas las edades,280,Endocrinas,Otro endocrino
Valencia/València,"045 Otras enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,Menores de 1 año,0,Endocrinas,Otro endocrino
Valencia/València,"045 Otras enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 1 a 14 años,2,Endocrinas,Otro endocrino
Valencia/València,"045 Otras enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 15 a 29 años,2,Endocrinas,Otro endocrino
Valencia/València,"045 Otras enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 30 a 39 años,0,Endocrinas,Otro endocrino
Valencia/València,"045 Otras enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 40 a 44 años,0,Endocrinas,Otro endocrino
Valencia/València,"045 Otras enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 45 a 49 años,5,Endocrinas,Otro endocrino
Valencia/València,"045 Otras enfermedades endocrinas, nutricionales y metabólicas",Ambos sexos,De 50 a 54 años,4,Endocrinas,Otro endocrino
